idvisit,idvisitor,idaction_name,document,documenttime,documenttime_formatted,clone_name,search_cat,value,searchtime,searchtime_formatted,action,keyw_5,display_title_s,display_org_s,filename,display_source_s,crawler_used_s,doc_type,display_doc_type_s
46137,E8996EFD2D75C4CC,790,OPNAVINST 5100.23G w CH-1.pdf,Wed Feb 01 2023 09:14:50 GMT+0000 (Coordinated Universal Time),2023-02-01 09:14:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 09:02:00 GMT+0000 (Coordinated Universal Time),2023-02-01 09:02,Search,occupational safety; occupational health; opnavinst 23g; fall protection; safety program; respiratory protection; training command; risk factors; confined spaces; opnavinst 19e,OPNAVINST 5100.23G w CH-1: NAVY SAFETY AND OCCUPATIONAL HEALTH PROGRAM MANUAL,Uncategorized,OPNAVINST 5100.23G w CH-1.pdf,,,OPNAVINST,Uncategorized
46137,E8996EFD2D75C4CC,790,OPNAVINST 5100.23G w CH-1.pdf,Wed Feb 01 2023 09:14:49 GMT+0000 (Coordinated Universal Time),2023-02-01 09:14:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 09:02:00 GMT+0000 (Coordinated Universal Time),2023-02-01 09:02,Search,occupational safety; occupational health; opnavinst 23g; fall protection; safety program; respiratory protection; training command; risk factors; confined spaces; opnavinst 19e,OPNAVINST 5100.23G w CH-1: NAVY SAFETY AND OCCUPATIONAL HEALTH PROGRAM MANUAL,Uncategorized,OPNAVINST 5100.23G w CH-1.pdf,,,OPNAVINST,Uncategorized
46085,649A714086686CD4,7244,AFI 34-211_I.pdf,Tue Jan 31 2023 16:47:03 GMT+0000 (Coordinated Universal Time),2023-01-31 16:47:00, gamechanger,GAMECHANGER_gamechanger_combined,3100.10,Tue Jan 31 2023 16:46:37 GMT+0000 (Coordinated Universal Time),2023-01-31 16:46,Search,recreation army; air force,AFI 34-211(I): ARMY AND AIR FORCE EXCHANGE SERVICE GENERAL POLICIES,Uncategorized,AFI 34-211_I.pdf,,,AFI,Uncategorized
46085,649A714086686CD4,14073,EO 14018_dup1.pdf,Tue Jan 31 2023 16:15:22 GMT+0000 (Coordinated Universal Time),2023-01-31 16:15:00, gamechanger,GAMECHANGER_gamechanger_combined,14018,Tue Jan 31 2023 16:15:05 GMT+0000 (Coordinated Universal Time),2023-01-31 16:15,Search,united states; white house; federal funds,EO 14018: Revocation of Certain Presidential Actions,Uncategorized,EO 14018_dup1.pdf,,,EO,Uncategorized
46078,58751A4353CBF7C0,72,TB MED 530.pdf,Tue Jan 31 2023 13:30:42 GMT+0000 (Coordinated Universal Time),2023-01-31 13:30:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Tue Jan 31 2023 13:30:38 GMT+0000 (Coordinated Universal Time),2023-01-31 13:30,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
46077,58751A4353CBF7C0,72,TB MED 530.pdf,Tue Jan 31 2023 13:29:52 GMT+0000 (Coordinated Universal Time),2023-01-31 13:29:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Tue Jan 31 2023 13:29:48 GMT+0000 (Coordinated Universal Time),2023-01-31 13:29,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
46076,58751A4353CBF7C0,72,TB MED 530.pdf,Tue Jan 31 2023 13:28:55 GMT+0000 (Coordinated Universal Time),2023-01-31 13:28:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Tue Jan 31 2023 13:28:53 GMT+0000 (Coordinated Universal Time),2023-01-31 13:28,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
46061,513BD4AECACFB6FA,4968,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,Tue Jan 31 2023 12:21:27 GMT+0000 (Coordinated Universal Time),2023-01-31 12:21:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Tue Jan 31 2023 12:21:23 GMT+0000 (Coordinated Universal Time),2023-01-31 12:21,Search,federal law; pgi 7602-2; license agreements; cloud computing; acquisition,DFARS SUBPART 239.76: CLOUD COMPUTING,DFARS,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,,,DFARS,Document
46061,513BD4AECACFB6FA,4968,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,Tue Jan 31 2023 12:21:26 GMT+0000 (Coordinated Universal Time),2023-01-31 12:21:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Tue Jan 31 2023 12:21:23 GMT+0000 (Coordinated Universal Time),2023-01-31 12:21,Search,federal law; pgi 7602-2; license agreements; cloud computing; acquisition,DFARS SUBPART 239.76: CLOUD COMPUTING,DFARS,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,,,DFARS,Document
46045,58751A4353CBF7C0,72,MIL-DTL-32541 Base Document 2015-11-30.pdf,Tue Jan 31 2023 10:42:38 GMT+0000 (Coordinated Universal Time),2023-01-31 10:42:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Tue Jan 31 2023 10:42:33 GMT+0000 (Coordinated Universal Time),2023-01-31 10:42,Search,,MIL-DTL-32541 Base Document 2015-11-30.pdf,,,,,,
46027,58751A4353CBF7C0,211,Title 10 - Armed Forces.pdf,Tue Jan 31 2023 10:22:31 GMT+0000 (Coordinated Universal Time),2023-01-31 10:22:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Tue Jan 31 2023 10:22:15 GMT+0000 (Coordinated Universal Time),2023-01-31 10:22,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
46020,58751A4353CBF7C0,72,TB MED 530.pdf,Tue Jan 31 2023 10:19:33 GMT+0000 (Coordinated Universal Time),2023-01-31 10:19:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Tue Jan 31 2023 10:19:27 GMT+0000 (Coordinated Universal Time),2023-01-31 10:19,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
46020,58751A4353CBF7C0,72,TB MED 530.pdf,Tue Jan 31 2023 10:19:32 GMT+0000 (Coordinated Universal Time),2023-01-31 10:19:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Tue Jan 31 2023 10:19:27 GMT+0000 (Coordinated Universal Time),2023-01-31 10:19,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
45890,513BD4AECACFB6FA,4968,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,Sat Jan 28 2023 13:17:26 GMT+0000 (Coordinated Universal Time),2023-01-28 13:17:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Sat Jan 28 2023 13:17:19 GMT+0000 (Coordinated Universal Time),2023-01-28 13:17,Search,federal law; pgi 7602-2; license agreements; cloud computing; acquisition,DFARS SUBPART 239.76: CLOUD COMPUTING,DFARS,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,,,DFARS,Document
45890,513BD4AECACFB6FA,4968,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,Sat Jan 28 2023 13:17:25 GMT+0000 (Coordinated Universal Time),2023-01-28 13:17:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Sat Jan 28 2023 13:17:19 GMT+0000 (Coordinated Universal Time),2023-01-28 13:17,Search,federal law; pgi 7602-2; license agreements; cloud computing; acquisition,DFARS SUBPART 239.76: CLOUD COMPUTING,DFARS,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,,,DFARS,Document
45889,513BD4AECACFB6FA,4968,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,Sat Jan 28 2023 13:15:01 GMT+0000 (Coordinated Universal Time),2023-01-28 13:15:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Sat Jan 28 2023 12:58:35 GMT+0000 (Coordinated Universal Time),2023-01-28 12:58,Search,federal law; pgi 7602-2; license agreements; cloud computing; acquisition,DFARS SUBPART 239.76: CLOUD COMPUTING,DFARS,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,,,DFARS,Document
45883,5F0665A70B63A115,11060,SASC Hearing - Nomination - Goldfein Agenda Witnesses - General David L. Goldfein; USAF Testimony.pdf,Fri Jan 27 2023 16:22:22 GMT+0000 (Coordinated Universal Time),2023-01-27 16:22:00, gamechanger,GAMECHANGER_gamechanger_combined,SASC Hearing,Fri Jan 27 2023 16:19:27 GMT+0000 (Coordinated Universal Time),2023-01-27 16:19,Search,air force; weak states; satellites providing; opening statement; military advic; lasting defeat; global challenges; flying combat; favorite teachers; distinguished member,SASC Nomination Testimony : SASC Hearing - Nomination - Goldfein Agenda Witnesses - General David L. Goldfein; USAF Testimony,Congress,SASC Hearing - Nomination - Goldfein Agenda Witnesses - General David L. Goldfein; USAF Testimony.pdf,,,SASC Nomination Testimony,Testimony
45883,5F0665A70B63A115,11060,SASC Hearing - Military Construction; Environmental; and Base Closure Programs Agenda Witnesses - Mr. Roger M. Natsuhara Testimony.pdf,Fri Jan 27 2023 16:19:34 GMT+0000 (Coordinated Universal Time),2023-01-27 16:19:00, gamechanger,GAMECHANGER_gamechanger_combined,SASC Hearing,Fri Jan 27 2023 16:19:27 GMT+0000 (Coordinated Universal Time),2023-01-27 16:19,Search,marine corps; roger natsuhara; united states; twin objectives; training environments; total expenditures; shore infrastructure; senate committee; san nicolas; readiness support,SASC Hearing Testimony : SASC Hearing - Military Construction; Environmental; and Base Closure Programs Agenda Witnesses - Mr. Roger M. Natsuhara Testimony,Congress,SASC Hearing - Military Construction; Environmental; and Base Closure Programs Agenda Witnesses - Mr. Roger M. Natsuhara Testimony.pdf,,,SASC Hearing Testimony,Testimony
45883,5F0665A70B63A115,11060,SASC Hearing - Military Construction; Environmental; and Base Closure Programs Agenda Witnesses - Mr. Roger M. Natsuhara Testimony.pdf,Fri Jan 27 2023 16:19:33 GMT+0000 (Coordinated Universal Time),2023-01-27 16:19:00, gamechanger,GAMECHANGER_gamechanger_combined,SASC Hearing,Fri Jan 27 2023 16:19:27 GMT+0000 (Coordinated Universal Time),2023-01-27 16:19,Search,marine corps; roger natsuhara; united states; twin objectives; training environments; total expenditures; shore infrastructure; senate committee; san nicolas; readiness support,SASC Hearing Testimony : SASC Hearing - Military Construction; Environmental; and Base Closure Programs Agenda Witnesses - Mr. Roger M. Natsuhara Testimony,Congress,SASC Hearing - Military Construction; Environmental; and Base Closure Programs Agenda Witnesses - Mr. Roger M. Natsuhara Testimony.pdf,,,SASC Hearing Testimony,Testimony
45792,58751A4353CBF7C0,211,Title 10 - Armed Forces.pdf,Fri Jan 27 2023 10:34:23 GMT+0000 (Coordinated Universal Time),2023-01-27 10:34:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Fri Jan 27 2023 10:34:07 GMT+0000 (Coordinated Universal Time),2023-01-27 10:34,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
45785,58751A4353CBF7C0,72,TB MED 530.pdf,Fri Jan 27 2023 10:31:24 GMT+0000 (Coordinated Universal Time),2023-01-27 10:31:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Fri Jan 27 2023 10:31:19 GMT+0000 (Coordinated Universal Time),2023-01-27 10:31,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
45760,58751A4353CBF7C0,211,Title 10 - Armed Forces.pdf,Fri Jan 27 2023 09:54:34 GMT+0000 (Coordinated Universal Time),2023-01-27 09:54:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Fri Jan 27 2023 09:54:23 GMT+0000 (Coordinated Universal Time),2023-01-27 09:54,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
45760,58751A4353CBF7C0,72,TB MED 530.pdf,Fri Jan 27 2023 09:51:20 GMT+0000 (Coordinated Universal Time),2023-01-27 09:51:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Fri Jan 27 2023 09:51:16 GMT+0000 (Coordinated Universal Time),2023-01-27 09:51,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
45760,58751A4353CBF7C0,67,AACP 02.1.pdf,Fri Jan 27 2023 09:47:15 GMT+0000 (Coordinated Universal Time),2023-01-27 09:47:00, gamechanger,GAMECHANGER_gamechanger_combined,,Fri Jan 27 2023 09:44:41 GMT+0000 (Coordinated Universal Time),2023-01-27 09:44,Search,intentionally blank; tpsgc@pwgsc- tpsgc; participating partnership; nso; jan janssens; defence audit; contact edition; contact drs; contact; bundeswehr equipment,AACP 02.1: COUNTRY POINTS OF CONTACT,Uncategorized,AACP 02.1.pdf,,,AACP,Uncategorized
45742,58751A4353CBF7C0,211,Title 10 - Armed Forces.pdf,Fri Jan 27 2023 09:29:02 GMT+0000 (Coordinated Universal Time),2023-01-27 09:29:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Fri Jan 27 2023 09:28:50 GMT+0000 (Coordinated Universal Time),2023-01-27 09:28,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
45735,58751A4353CBF7C0,72,TB MED 530.pdf,Fri Jan 27 2023 09:26:31 GMT+0000 (Coordinated Universal Time),2023-01-27 09:26:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Fri Jan 27 2023 09:26:26 GMT+0000 (Coordinated Universal Time),2023-01-27 09:26,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
45697,58751A4353CBF7C0,211,Title 10 - Armed Forces.pdf,Thu Jan 26 2023 16:59:25 GMT+0000 (Coordinated Universal Time),2023-01-26 16:59:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Thu Jan 26 2023 16:59:07 GMT+0000 (Coordinated Universal Time),2023-01-26 16:59,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
45697,58751A4353CBF7C0,211,Title 10 - Armed Forces.pdf,Thu Jan 26 2023 16:59:24 GMT+0000 (Coordinated Universal Time),2023-01-26 16:59:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Thu Jan 26 2023 16:59:07 GMT+0000 (Coordinated Universal Time),2023-01-26 16:59,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
45690,58751A4353CBF7C0,72,TB MED 530.pdf,Thu Jan 26 2023 16:56:34 GMT+0000 (Coordinated Universal Time),2023-01-26 16:56:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Thu Jan 26 2023 16:56:26 GMT+0000 (Coordinated Universal Time),2023-01-26 16:56,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
45690,58751A4353CBF7C0,72,TB MED 530.pdf,Thu Jan 26 2023 16:56:33 GMT+0000 (Coordinated Universal Time),2023-01-26 16:56:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Thu Jan 26 2023 16:56:26 GMT+0000 (Coordinated Universal Time),2023-01-26 16:56,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
45660,58751A4353CBF7C0,62,AACP 02.1.pdf,Thu Jan 26 2023 15:40:44 GMT+0000 (Coordinated Universal Time),2023-01-26 15:40:00, gamechanger,GAMECHANGER_gamechanger_combined,machine,Thu Jan 26 2023 15:38:53 GMT+0000 (Coordinated Universal Time),2023-01-26 15:38,Search,intentionally blank; tpsgc@pwgsc- tpsgc; participating partnership; nso; jan janssens; defence audit; contact edition; contact drs; contact; bundeswehr equipment,AACP 02.1: COUNTRY POINTS OF CONTACT,Uncategorized,AACP 02.1.pdf,,,AACP,Uncategorized
45660,58751A4353CBF7C0,211,Title 10 - Armed Forces.pdf,Thu Jan 26 2023 15:32:43 GMT+0000 (Coordinated Universal Time),2023-01-26 15:32:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Thu Jan 26 2023 15:32:28 GMT+0000 (Coordinated Universal Time),2023-01-26 15:32,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
45658,58751A4353CBF7C0,211,Title 10 - Armed Forces.pdf,Thu Jan 26 2023 15:30:03 GMT+0000 (Coordinated Universal Time),2023-01-26 15:30:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Thu Jan 26 2023 15:29:49 GMT+0000 (Coordinated Universal Time),2023-01-26 15:29,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
45657,58751A4353CBF7C0,211,Title 10 - Armed Forces.pdf,Thu Jan 26 2023 15:26:44 GMT+0000 (Coordinated Universal Time),2023-01-26 15:26:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Thu Jan 26 2023 15:26:33 GMT+0000 (Coordinated Universal Time),2023-01-26 15:26,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
